condition,method,n,success_mean,success_ci95,final_error_mean,tracking_error_mean,saturations_mean,effort_mean,margin_mean,branch_switches_mean,regret_error_mean
near_singular,guarded_scmp,60,1.0,0.0,0.042295819345884667,0.008888466115445743,0.0,6.738793777818137,0.5338266825352881,0.6833333333333333,0.0
near_singular,mean_gain,60,1.0,0.0,0.04138856882526285,0.13628182728651958,0.0,13.936408430430099,0.3737168092820708,0.9,0.0
near_singular,nominal_branch,60,0.6833333333333333,0.11770581659059699,0.06072934066879275,0.1498696355657176,0.0,19.780397044605497,0.5011267632844831,0.6666666666666666,0.0
near_singular,random_branch,60,0.9833333333333333,0.032393300633401484,0.0442713513079088,0.1087140149980159,0.0,13.139794146658387,0.5387322237687465,16.466666666666665,0.0
near_singular,scmp_estimated,60,1.0,0.0,0.042225315201219395,0.0139314085527071,0.0,7.323071280623472,0.5146889868717702,0.75,0.0
near_singular,scmp_true,60,1.0,0.0,0.04213793633513528,0.0159661742051836,0.0,8.20643357786675,0.48331628291988876,0.75,0.0
near_singular,signed_fixed,60,0.8333333333333334,0.09430054396763886,0.05533022355719386,0.15817953786949598,0.0,44.26011206043682,0.19132610201298278,0.0,0.0
near_singular,symmetric_derating,60,0.7333333333333333,0.11189624824081625,0.058318648587870794,0.18293091495171585,0.0,32.16785687939932,0.4162259937783882,3.1333333333333333,0.0
no_branch_contrast,guarded_scmp,60,1.0,0.0,0.0420764572431054,0.006748726480779539,0.0,4.87690950090217,0.5744832670396832,0.4,0.0
no_branch_contrast,mean_gain,60,1.0,0.0,0.04118183098050608,0.11138707338104606,0.0,5.23679734537954,0.4733885235582965,0.31666666666666665,0.0
no_branch_contrast,nominal_branch,60,0.8333333333333334,0.09430054396763886,0.049232584207829236,0.10790153507276,0.0,15.323709782383458,0.5363772084572351,0.5833333333333334,0.0
no_branch_contrast,random_branch,60,0.9666666666666667,0.045421156760715384,0.044440771035380244,0.09686816632490662,0.0,11.651330557195273,0.5244603575998776,14.416666666666666,0.0
no_branch_contrast,scmp_estimated,60,1.0,0.0,0.04199080949470415,0.008927383240388902,0.0,5.813618210596598,0.5595229225023172,0.26666666666666666,0.0
no_branch_contrast,scmp_true,60,1.0,0.0,0.041978080384562674,0.01104503017312037,0.0,6.500235718554663,0.5256082884805687,0.4,0.0
no_branch_contrast,signed_fixed,60,1.0,0.0,0.04214386441121664,0.059576693193285,0.0,18.181765359678955,0.38472353129453135,0.0,0.0
no_branch_contrast,symmetric_derating,60,0.9833333333333333,0.032393300633401484,0.04252782188590562,0.1566464594411442,0.0,12.16389146498806,0.6451931559310037,1.3166666666666667,0.0
random_label_control,guarded_scmp,60,0.8833333333333333,0.08122994339345378,0.06071261372143796,0.05953843735753346,0.0,20.391312978671564,0.3998045396058348,0.7333333333333333,0.0
random_label_control,mean_gain,60,0.85,0.0903515356814703,0.07156844502242929,0.17654074532856054,0.0,27.757930781377507,0.24232474991795563,0.9166666666666666,0.0
random_label_control,nominal_branch,60,0.4,0.12396128427860045,0.1094666497910389,0.18530542532212926,0.0,30.567452286840215,0.3390113228823817,0.8,0.0
random_label_control,random_branch,60,0.75,0.10956733089748968,0.07312388620507505,0.14722896698425195,0.0,24.35500758526632,0.40384263704665446,21.733333333333334,0.0
random_label_control,scmp_estimated,60,0.9333333333333333,0.06311799649451398,0.0625124139370317,0.056923666949483566,0.0,20.871982492856155,0.36657087532242194,0.6,0.0
random_label_control,scmp_true,60,0.9333333333333333,0.06311799649451398,0.053358661336683204,0.05270860082735949,0.0,20.92070635624566,0.3558553207238472,0.7333333333333333,0.0
random_label_control,signed_fixed,60,0.7666666666666667,0.10702177002488446,0.07956871253639791,0.12845158228227402,0.0,40.162496161139345,0.23269011061990622,0.0,0.0
random_label_control,symmetric_derating,60,0.4166666666666667,0.12474789391824231,0.12294894223073397,0.255861209262658,0.0,34.12571386315831,0.41402247295522865,1.7166666666666666,0.0
shared_weak_positive,guarded_scmp,60,0.5166666666666667,0.1264471489654135,0.1032770457393447,0.20416667366792554,12.5,40.895847872052215,0.22141466491489561,0.5833333333333334,0.0
shared_weak_positive,mean_gain,60,0.5666666666666667,0.12538781321844522,0.09897643561946466,0.2090587664199637,23.5,43.10187764743015,0.18727505909930628,0.6833333333333333,0.0
shared_weak_positive,nominal_branch,60,0.5333333333333333,0.126235992989028,0.09010358742351812,0.18552956048758154,10.6,26.85727405971767,0.39006162663874266,0.75,0.0
shared_weak_positive,random_branch,60,0.6333333333333333,0.1219361095607647,0.0977884042977088,0.1737237326300697,3.3666666666666667,28.12146592023726,0.3698000610164129,22.75,0.0
shared_weak_positive,scmp_estimated,60,0.36666666666666664,0.1219361095607647,0.13093702219787545,0.2253697269693486,16.833333333333332,48.31703184604267,0.19731163624411377,0.5,0.0
shared_weak_positive,scmp_true,60,0.95,0.05514768051937152,0.055247518224662916,0.040297477969720864,0.0,15.56240757497415,0.4548348007710679,0.8,0.0
shared_weak_positive,signed_fixed,60,0.75,0.10956733089748968,0.06733734248822583,0.16308186543382241,5.85,32.150974080749265,0.29782754020072455,0.0,0.0
shared_weak_positive,symmetric_derating,60,0.31666666666666665,0.11770581659059699,0.1723754448579094,0.26891879727375173,0.0,19.77711494794239,0.44044510547865773,1.3,0.0
symmetric_actuation,guarded_scmp,60,1.0,0.0,0.04214821535606526,0.00017386668648355363,0.0,5.555664355691718,0.6053720092279228,0.03333333333333333,0.0
symmetric_actuation,mean_gain,60,1.0,0.0,0.04194247009425703,0.005731193733035464,0.0,5.822201565644442,0.6022573869517364,0.0,0.0
symmetric_actuation,nominal_branch,60,0.9666666666666667,0.045421156760715384,0.05737663813741913,0.00643687948353673,0.0,6.305590511735071,0.5936644508428337,0.65,0.0
symmetric_actuation,random_branch,60,1.0,0.0,0.04205383748067786,0.007850063629048241,0.0,5.873495012900926,0.6009059406861479,12.35,0.0
symmetric_actuation,scmp_estimated,60,1.0,0.0,0.04173345289255611,0.0001105539764384702,0.0,6.136317555534479,0.5869339282047962,0.03333333333333333,0.0
symmetric_actuation,scmp_true,60,0.9666666666666667,0.045421156760715384,0.05614879505533189,0.0004171363279882498,0.0,6.638266114734429,0.5916702952247129,0.05,0.0
symmetric_actuation,signed_fixed,60,1.0,0.0,0.041871668165694424,0.0006050737689537874,0.0,5.707427668951521,0.6005999284282135,0.0,0.0
symmetric_actuation,symmetric_derating,60,0.9833333333333333,0.032393300633401484,0.049832293562945204,0.0004768744965809252,0.0,6.133181256776921,0.602717611561258,0.05,0.0
wrong_sign_calibration,guarded_scmp,60,0.2,0.10121396478088716,0.26256400398275276,0.3151482214541215,0.0,5.841562033712731,0.6965711838224905,0.85,0.0
wrong_sign_calibration,mean_gain,60,0.65,0.12068996091915295,0.08495335008179383,0.1991724023663354,32.61666666666667,42.79529558909521,0.1961727753432983,0.6,0.0
wrong_sign_calibration,nominal_branch,60,0.48333333333333334,0.1264471489654135,0.09266219371213837,0.19240247296093382,13.95,28.342829116018848,0.37760840242349697,0.7166666666666667,0.0
wrong_sign_calibration,random_branch,60,0.8166666666666667,0.0979092172107142,0.05824348055340258,0.13789255001281822,7.233333333333333,21.73826561191801,0.4516797914796494,22.583333333333332,0.0
wrong_sign_calibration,scmp_estimated,60,0.15,0.0903515356814703,0.1555084905172554,0.2718396747047761,22.733333333333334,51.71558549637856,0.18560699747235043,0.48333333333333334,0.0
wrong_sign_calibration,scmp_true,60,0.9333333333333333,0.06311799649451398,0.04845269824231358,0.061026323199454585,0.0,21.299049718440585,0.36860612676256516,0.7666666666666667,0.0
wrong_sign_calibration,signed_fixed,60,0.5333333333333333,0.126235992989028,0.09612728659595528,0.22149068497368865,12.666666666666666,30.40105973108449,0.3371612819009291,0.0,0.0
wrong_sign_calibration,symmetric_derating,60,0.15,0.0903515356814703,0.2977996190054446,0.32483176735989333,0.0,6.209540215113052,0.7116023270945787,0.8333333333333334,0.0
